,DayOfWeek,Date,Time,PdDistrict,Resolution,X,Y,Supervisor District,General Type,Distance,School Type,Sample num,Descript
25294,Tuesday,Spring,18,PARK,"ARREST, BOOKED",-122.451678102589,37.768444388785795,5,IND,far,High School,36142,0
29539,Thursday,Winter,16,BAYVIEW,"ARREST, BOOKED",-122.39847312276001,37.7531483460231,10,PS,very close,Primary School,42161,1
9036,Saturday,Fall,14,PARK,"ARREST, BOOKED",-122.451864552636,37.7693505381781,5,IND,close,High School,12998,0
20696,Wednesday,Winter,18,BAYVIEW,"ARREST, BOOKED",-122.38766165837099,37.7187624612428,10,PS,close,Primary School,29726,0
13716,Monday,Spring,22,PARK,"ARREST, CITED",-122.449328648219,37.767773887474796,5,IND,far,Primary School,19762,0
4769,Tuesday,Summer,18,NORTHERN,"ARREST, BOOKED",-122.429128783477,37.769455617859286,8,CDC,very close,Pre-School,6899,2
29861,Sunday,Winter,8,BAYVIEW,"ARREST, BOOKED",-122.39192940892,37.734491099105796,10,PS,far,Primary School,42623,0
3081,Thursday,Summer,19,MISSION,"ARREST, BOOKED",-122.43088344804501,37.765110583712,8,PS,close,Primary School,4352,2
17276,Sunday,Summer,16,SOUTHERN,"ARREST, CITED",-122.411979487494,37.7809039696758,6,IND,close,Primary School,24825,0
27301,Wednesday,Winter,17,INGLESIDE,"ARREST, BOOKED",-122.403377214116,37.714889371432,10,CDC,very far,Pre-School,38987,1
18729,Saturday,Summer,0,NORTHERN,"ARREST, BOOKED",-122.41827417166701,37.7870372043456,3,PS,far,Primary School,26906,2
14045,Tuesday,Spring,21,TENDERLOIN,"ARREST, BOOKED",-122.415885065788,37.783516056415294,6,CDC,close,Pre-School,20226,1
3436,Saturday,Summer,11,INGLESIDE,"ARREST, BOOKED",-122.444476948345,37.7194315569181,11,PS,far,Primary School,4857,2
9529,Friday,Summer,11,TENDERLOIN,"ARREST, BOOKED",-122.414433155063,37.7846576329256,6,CDC,close,Pre-School,13720,1
18897,Thursday,Winter,1,SOUTHERN,"ARREST, BOOKED",-122.401271329172,37.771432178230704,10,IND,very far,Primary School,27135,0
12237,Tuesday,Winter,23,NORTHERN,"ARREST, CITED",-122.42049728879,37.789618819255,3,PS,close,Primary School,17653,0
8172,Saturday,Summer,9,MISSION,"ARREST, BOOKED",-122.419814593811,37.7658427213372,9,PS,close,Primary School,11799,1
3510,Sunday,Summer,20,TENDERLOIN,"ARREST, BOOKED",-122.413893155951,37.782346520672995,6,CDC,very close,Pre-School,4959,4
8989,Monday,Spring,23,SOUTHERN,"ARREST, BOOKED",-122.42025496034799,37.774358171070105,5,IND,close,High School,12929,1
21146,Tuesday,Winter,15,TARAVAL,"ARREST, BOOKED",-122.45477963334999,37.713147876539004,11,PS,very far,Primary School,30351,0
6812,Monday,Fall,23,SOUTHERN,"ARREST, BOOKED",-122.407258776463,37.7821176524238,6,CC,very far,College,9830,0
8035,Monday,Spring,19,SOUTHERN,"ARREST, BOOKED",-122.408953598279,37.783287873572,6,IND,far,Primary School,11611,1
23394,Tuesday,Spring,11,SOUTHERN,NONE,-122.40572145457399,37.7808789359985,6,IND,very far,Primary School,33480,2
10546,Tuesday,Spring,11,BAYVIEW,"ARREST, BOOKED",-122.385037526317,37.7542885971708,10,CDC,very far,Pre-School,15203,4
7824,Tuesday,Winter,9,SOUTHERN,"ARREST, BOOKED",-122.411071423064,37.7817511307229,6,PS,close,High School,11314,0
6696,Thursday,Fall,20,SOUTHERN,"ARREST, BOOKED",-122.413564091744,37.779514030063,6,CC,very close,College,9665,4
11326,Wednesday,Summer,17,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214668,9,PS,close,Primary School,16332,1
9899,Friday,Fall,11,SOUTHERN,"ARREST, BOOKED",-122.40924767554701,37.7813987340892,6,IND,very far,Pre-School,14254,4
24124,Wednesday,Fall,14,TENDERLOIN,"ARREST, BOOKED",-122.410768766343,37.7832145190013,6,IND,close,Primary School,34504,1
11627,Tuesday,Summer,0,INGLESIDE,NONE,-122.44724947815901,37.7360453960745,7,PS,very far,Primary School,16760,0
18556,Tuesday,Summer,22,MISSION,NONE,-122.410517462775,37.756720759604,9,PS,close,Primary School,26669,2
26980,Friday,Spring,14,TENDERLOIN,"ARREST, BOOKED",-122.414302052544,37.781863316866,6,CDC,very close,Pre-School,38518,1
2678,Wednesday,Spring,21,INGLESIDE,"ARREST, BOOKED",-122.433743692364,37.725970737573704,11,PS,close,Primary School,3784,2
25052,Thursday,Spring,14,SOUTHERN,"ARREST, BOOKED",-122.41431785788099,37.7799444052046,6,CC,very close,College,35795,2
13600,Friday,Winter,0,BAYVIEW,"ARREST, BOOKED",-122.390521939554,37.7375439838695,10,CDC,far,Pre-School,19602,1
16853,Wednesday,Winter,21,INGLESIDE,"ARREST, BOOKED",-122.438695075365,37.7196920262929,11,PS,far,High School,24223,2
28247,Wednesday,Winter,17,TENDERLOIN,NONE,-122.414056291891,37.7827931071006,6,CDC,very close,Pre-School,40321,4
1932,Tuesday,Summer,11,SOUTHERN,"ARREST, BOOKED",-122.411979487494,37.7809039696758,6,IND,close,Primary School,2703,0
8496,Thursday,Summer,22,TENDERLOIN,"ARREST, BOOKED",-122.410768766343,37.7832145190013,6,IND,close,Primary School,12250,1
1286,Thursday,Summer,16,MISSION,"ARREST, BOOKED",-122.411486365637,37.748297831668296,9,PS,very close,Primary School,1799,2
17792,Thursday,Winter,13,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,25558,1
21961,Tuesday,Spring,10,BAYVIEW,NONE,-122.40426442135201,37.7614567978278,10,PS,very close,High School,31469,0
10872,Monday,Fall,11,TENDERLOIN,"ARREST, BOOKED",-122.415642487855,37.7788323158792,6,CC,close,College,15670,1
10578,Wednesday,Fall,21,SOUTHERN,"ARREST, BOOKED",-122.41029351969699,37.7822305869807,6,IND,far,Primary School,15250,1
20846,Friday,Winter,17,TENDERLOIN,"ARREST, BOOKED",-122.413069926397,37.7820204255866,6,PS,very close,High School,29930,4
29678,Saturday,Winter,16,PARK,"ARREST, BOOKED",-122.453512911126,37.7686969786551,5,IND,far,High School,42369,0
16340,Wednesday,Summer,14,CENTRAL,"ARREST, BOOKED",-122.413358051148,37.7876637195491,3,IND,far,High School,23484,1
6718,Wednesday,Spring,21,SOUTHERN,"ARREST, BOOKED",-122.41133956255699,37.7812707434494,6,IND,close,Primary School,9697,1
15381,Friday,Fall,9,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883021,6,CDC,very close,Pre-School,22100,1
24944,Sunday,Winter,20,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,35648,1
28931,Wednesday,Fall,18,TENDERLOIN,"ARREST, BOOKED",-122.413237516676,37.78284302332129,6,IND,very close,Primary School,41292,4
22675,Friday,Spring,14,TENDERLOIN,"ARREST, BOOKED",-122.413609328985,37.784696907904,6,CDC,very close,Pre-School,32451,2
16036,Monday,Winter,9,CENTRAL,"ARREST, BOOKED",-122.408231026261,37.787359494956,3,IND,far,High School,23051,2
12080,Monday,Winter,16,TENDERLOIN,"ARREST, BOOKED",-122.410768766343,37.7832145190013,6,IND,close,Primary School,17427,1
655,Wednesday,Winter,7,TENDERLOIN,"ARREST, BOOKED",-122.415694922134,37.7825851968467,6,CDC,close,Pre-School,926,4
22964,Wednesday,Fall,16,MISSION,"ARREST, BOOKED",-122.418448186109,37.752239165267,9,PS,close,Primary School,32851,2
10174,Wednesday,Spring,18,INGLESIDE,"ARREST, BOOKED",-122.428331207889,37.7247499498518,11,PS,far,Primary School,14651,1
8358,Monday,Fall,14,MISSION,"ARREST, BOOKED",-122.420434724561,37.7633758058104,8,CDC,far,Pre-School,12064,1
22116,Saturday,Summer,15,TENDERLOIN,"ARREST, BOOKED",-122.41285712652399,37.7855804361702,6,CDC,close,Pre-School,31681,1
29892,Friday,Summer,19,BAYVIEW,"ARREST, BOOKED",-122.390521939597,37.737543983901,10,CDC,far,Pre-School,42663,1
5542,Thursday,Fall,17,NORTHERN,"ARREST, BOOKED",-122.417903977564,37.785167087551706,6,CDC,far,Pre-School,8035,1
6951,Tuesday,Summer,19,SOUTHERN,"ARREST, BOOKED",-122.41029351969,37.7822305870036,6,IND,far,Primary School,10024,1
10817,Monday,Summer,18,INGLESIDE,"ARREST, CITED",-122.432703162848,37.7387060599546,8,PS,very far,Primary School,15592,0
9402,Saturday,Winter,23,TENDERLOIN,"ARREST, BOOKED",-122.413259498719,37.7829514828801,6,IND,very close,Primary School,13528,4
27524,Sunday,Summer,9,PARK,"ARREST, BOOKED",-122.45750758354099,37.7711332354432,5,IND,very far,High School,39295,6
28434,Tuesday,Summer,10,SOUTHERN,"ARREST, BOOKED",-122.40787711735202,37.7803875013555,6,IND,very far,Pre-School,40592,1
26868,Wednesday,Winter,22,SOUTHERN,"ARREST, BOOKED",-122.42251303784799,37.7707107653585,6,CDC,close,Pre-School,38367,4
25226,Sunday,Fall,11,BAYVIEW,"ARREST, CITED",-122.38750147945,37.716878646429,10,PS,close,Primary School,36053,0
23578,Sunday,Summer,7,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883021,6,CDC,very close,Pre-School,33719,0
816,Wednesday,Spring,12,TENDERLOIN,"ARREST, BOOKED",-122.416583456133,37.778659154150795,6,CDC,close,Pre-School,1133,2
3774,Saturday,Summer,13,CENTRAL,"ARREST, BOOKED",-122.417860754956,37.8055403898026,3,CDC,close,Pre-School,5342,2
27771,Friday,Summer,13,SOUTHERN,"ARREST, BOOKED",-122.41029351969,37.7822305870036,6,IND,far,Primary School,39637,1
2722,Wednesday,Spring,0,SOUTHERN,NONE,-122.40340479147899,37.775420706711,6,PS,far,High School,3854,2
17384,Thursday,Winter,15,TENDERLOIN,"ARREST, BOOKED",-122.410768766343,37.7832145190013,6,IND,close,Primary School,24985,1
3992,Thursday,Fall,13,MISSION,"ARREST, BOOKED",-122.417260520587,37.7570790190504,9,PS,very far,Primary School,5673,2
11450,Thursday,Summer,19,TENDERLOIN,"ARREST, BOOKED",-122.410768766343,37.7832145190013,6,IND,close,Primary School,16510,1
28055,Sunday,Winter,16,MISSION,"ARREST, CITED",-122.406207709177,37.752356841293995,9,CDC,very close,Pre-School,40043,0
3656,Tuesday,Spring,18,NORTHERN,"ARREST, BOOKED",-122.41838200860701,37.783258377094896,6,CDC,close,Pre-School,5180,1
1492,Monday,Summer,23,BAYVIEW,"ARREST, BOOKED",-122.391245623019,37.7332252032804,10,CDC,far,Pre-School,2100,0
26475,Sunday,Spring,15,RICHMOND,"ARREST, BOOKED",-122.46620466789301,37.7725405391593,1,CDC,close,Pre-School,37820,0
19852,Sunday,Fall,14,TENDERLOIN,"ARREST, BOOKED",-122.411965795229,37.78491418595621,6,CDC,very close,Pre-School,28516,1
15916,Sunday,Summer,2,NORTHERN,"ARREST, BOOKED",-122.428840433603,37.780972734343706,5,CDC,close,Pre-School,22891,2
1886,Thursday,Winter,19,NORTHERN,NONE,-122.428025205225,37.8018625569459,2,IND,far,High School,2638,0
27512,Thursday,Summer,23,SOUTHERN,"ARREST, BOOKED",-122.41006578161101,37.774990679236296,6,IND,close,Primary School,39273,0
11117,Monday,Winter,21,TENDERLOIN,"ARREST, BOOKED",-122.415508242789,37.7816542805847,6,CDC,close,Pre-School,16035,2
27558,Tuesday,Spring,22,NORTHERN,"ARREST, BOOKED",-122.42049728879,37.789618819255,3,PS,close,Primary School,39342,0
114,Monday,Winter,23,SOUTHERN,"ARREST, BOOKED",-122.40340479147899,37.775420706711,6,PS,far,High School,167,2
1418,Thursday,Summer,9,NORTHERN,"ARREST, BOOKED",-122.420120319204,37.787757060241105,2,CDC,far,Pre-School,1988,0
18208,Friday,Fall,16,SOUTHERN,"ARREST, BOOKED",-122.411071423064,37.7817511307229,6,PS,close,High School,26150,0
23877,Thursday,Winter,19,SOUTHERN,NONE,-122.40340479147899,37.775420706711,6,PS,far,High School,34140,0
16098,Tuesday,Fall,16,CENTRAL,"ARREST, BOOKED",-122.417273344939,37.7861493947594,6,CDC,very far,Pre-School,23136,1
24857,Wednesday,Summer,17,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883021,6,CDC,very close,Pre-School,35535,4
24486,Thursday,Summer,21,MISSION,JUVENILE BOOKED,-122.419515708406,37.7634292328496,9,CDC,far,Pre-School,35000,1
23465,Tuesday,Winter,22,CENTRAL,"ARREST, BOOKED",-122.402668100979,37.8041564396814,3,PS,very far,Primary School,33568,1
9361,Tuesday,Winter,12,TENDERLOIN,"ARREST, BOOKED",-122.41289924968599,37.7850974904289,6,CDC,close,Pre-School,13463,1
15883,Saturday,Fall,11,MISSION,"ARREST, BOOKED",-122.426955631709,37.769247063207004,8,CDC,close,Pre-School,22839,2
20408,Tuesday,Fall,23,INGLESIDE,"ARREST, BOOKED",-122.41062121551599,37.7469411468917,9,PS,close,Primary School,29324,4
25938,Saturday,Winter,0,TENDERLOIN,"ARREST, BOOKED",-122.413609328985,37.784696907904,6,CDC,very close,Pre-School,37061,1
20862,Sunday,Fall,14,PARK,"ARREST, BOOKED",-122.453512911126,37.7686969786551,5,IND,far,High School,29957,2
20927,Monday,Summer,16,MISSION,"ARREST, BOOKED",-122.416397509503,37.766049241592704,9,PS,far,Primary School,30045,4
26045,Sunday,Spring,21,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883021,6,CDC,very close,Pre-School,37227,4
16142,Wednesday,Summer,17,TENDERLOIN,"ARREST, BOOKED",-122.409313111431,37.784347851315104,6,CDC,far,Pre-School,23209,1
3989,Saturday,Fall,8,TENDERLOIN,"ARREST, BOOKED",-122.41459383195401,37.7851199839553,6,CDC,close,Pre-School,5665,0
27030,Monday,Summer,19,TARAVAL,"ARREST, BOOKED",-122.448901055914,37.7214861537621,7,IND,close,High School,38591,0
17085,Wednesday,Winter,10,BAYVIEW,"ARREST, BOOKED",-122.407957913843,37.739569947121204,10,IND,far,Pre-School,24558,2
10925,Saturday,Spring,20,SOUTHERN,"ARREST, BOOKED",-122.397713226445,37.777469666239796,6,PS,very far,High School,15758,0
4612,Thursday,Spring,1,PARK,"ARREST, BOOKED",-122.44094958992599,37.7741190407726,5,CDC,close,Pre-School,6665,0
20274,Friday,Spring,18,MISSION,"ARREST, BOOKED",-122.41901814490299,37.752205163288394,9,PS,close,Primary School,29134,0
1365,Friday,Summer,11,MISSION,"ARREST, BOOKED",-122.418701003284,37.76510987862221,9,PS,close,Primary School,1917,4
25531,Monday,Spring,18,BAYVIEW,"ARREST, BOOKED",-122.39068958255699,37.735217228007706,10,PS,far,Primary School,36462,1
9789,Sunday,Winter,15,TENDERLOIN,"ARREST, BOOKED",-122.415885065795,37.7835160563924,6,CDC,close,Pre-School,14089,1
9295,Friday,Summer,11,SOUTHERN,"ARREST, BOOKED",-122.40340479147899,37.775420706711,6,PS,far,High School,13371,2
156,Saturday,Winter,20,BAYVIEW,"ARREST, BOOKED",-122.391090325597,37.736908565728704,10,CDC,far,Pre-School,222,4
9771,Sunday,Winter,8,TENDERLOIN,"ARREST, BOOKED",-122.410791677645,37.7836952269749,6,IND,close,Primary School,14058,1
15493,Monday,Spring,15,SOUTHERN,JUVENILE BOOKED,-122.408953598279,37.783287873572,6,IND,far,Primary School,22261,1
18703,Tuesday,Winter,19,TENDERLOIN,"ARREST, BOOKED",-122.415885065788,37.783516056415294,6,CDC,close,Pre-School,26873,1
14437,Thursday,Spring,12,MISSION,"ARREST, BOOKED",-122.418163204335,37.748588948552396,9,CDC,very close,Pre-School,20786,1
8245,Monday,Fall,9,TENDERLOIN,"ARREST, BOOKED",-122.415088721046,37.7836719564372,6,CDC,close,Pre-School,11905,2
7936,Tuesday,Summer,9,MISSION,"ARREST, BOOKED",-122.418434028318,37.7514199300011,9,IND,close,Primary School,11470,1
24774,Thursday,Fall,12,TENDERLOIN,"ARREST, BOOKED",-122.415120589338,37.7817589366405,6,CDC,close,Pre-School,35421,0
28773,Thursday,Winter,21,MISSION,NONE,-122.407282615949,37.752088965205395,9,CDC,very close,Pre-School,41062,2
255,Tuesday,Winter,22,TENDERLOIN,"ARREST, BOOKED",-122.413753670487,37.78373004094,6,CDC,very close,Pre-School,370,0
18618,Saturday,Spring,11,MISSION,"ARREST, BOOKED",-122.418415888321,37.7626869631943,9,IND,close,Primary School,26748,1
27982,Friday,Spring,13,TENDERLOIN,"ARREST, BOOKED",-122.409853729941,37.7833862379382,6,IND,far,Primary School,39943,1
29708,Thursday,Fall,14,TENDERLOIN,"ARREST, BOOKED",-122.414056291891,37.7827931071006,6,CDC,very close,Pre-School,42408,1
2119,Friday,Winter,23,SOUTHERN,"ARREST, BOOKED",-122.410344134033,37.77398143031871,6,IND,very close,Primary School,2966,4
20571,Tuesday,Winter,13,SOUTHERN,NONE,-122.40970842372101,37.78282764988379,6,IND,far,Primary School,29555,1
19881,Friday,Winter,16,TARAVAL,"ARREST, BOOKED",-122.50459645605801,37.7557885593283,4,CDC,close,Pre-School,28561,2
11172,Saturday,Spring,17,BAYVIEW,"ARREST, BOOKED",-122.392952429963,37.7223723544042,10,CDC,very far,Pre-School,16109,1
4090,Sunday,Fall,22,NORTHERN,"ARREST, BOOKED",-122.41838200860701,37.783258377094896,6,CDC,close,Pre-School,5801,0
20915,Sunday,Spring,14,TENDERLOIN,"ARREST, BOOKED",-122.411593095704,37.78305295107821,6,IND,very close,Primary School,30029,4
23794,Friday,Winter,11,MISSION,"ARREST, BOOKED",-122.420575720933,37.7641819463712,9,PS,far,Primary School,34009,1
14737,Thursday,Spring,15,SOUTHERN,"ARREST, BOOKED",-122.408162953857,37.780534538527796,6,IND,very far,Pre-School,21205,2
28158,Saturday,Summer,18,BAYVIEW,"ARREST, BOOKED",-122.39874867107099,37.74409770093379,10,IND,very far,High School,40192,0
15834,Thursday,Winter,19,MISSION,NONE,-122.42058044011101,37.7649968622937,9,PS,far,Primary School,22774,1
13930,Sunday,Winter,18,RICHMOND,"ARREST, BOOKED",-122.47588848171002,37.776691194670896,1,PS,close,Primary School,20064,2
20161,Wednesday,Spring,10,SOUTHERN,"ARREST, BOOKED",-122.408953598279,37.783287873572,6,IND,far,Primary School,28985,0
20219,Monday,Spring,13,MISSION,NONE,-122.405960799364,37.764631022109796,10,IND,far,Primary School,29057,0
7746,Monday,Winter,16,TENDERLOIN,"ARREST, BOOKED",-122.41431222924,37.77983391835871,6,CC,very close,College,11208,2
12252,Sunday,Fall,15,RICHMOND,"ARREST, BOOKED",-122.46620466789301,37.7725405391593,1,CDC,close,Pre-School,17669,0
16860,Wednesday,Summer,23,TENDERLOIN,"ARREST, BOOKED",-122.417530696987,37.783310753974,6,CDC,far,Pre-School,24235,1
1610,Sunday,Fall,15,SOUTHERN,"ARREST, BOOKED",-122.413163134276,37.7749926445385,6,IND,far,Primary School,2251,0
27672,Saturday,Spring,23,SOUTHERN,"ARREST, BOOKED",-122.40989282029,37.7801134973164,6,IND,far,Pre-School,39498,2
21594,Wednesday,Fall,17,SOUTHERN,"ARREST, BOOKED",-122.40340479147899,37.775420706711,6,PS,far,High School,30965,1
11035,Sunday,Winter,0,TENDERLOIN,"ARREST, BOOKED",-122.41487855905001,37.7826335031541,6,CDC,close,Pre-School,15917,1
14658,Saturday,Winter,18,TENDERLOIN,"ARREST, BOOKED",-122.415508242782,37.7816542806076,6,CDC,close,Pre-School,21099,1
25555,Saturday,Summer,19,PARK,"ARREST, BOOKED",-122.449679065292,37.7749071731961,5,PS,close,Primary School,36500,4
21071,Wednesday,Fall,1,BAYVIEW,"ARREST, BOOKED",-122.39501050911001,37.7419768245183,10,CDC,very far,Pre-School,30248,0
7620,Monday,Spring,9,PARK,NONE,-122.45868018978202,37.748155469233204,7,CDC,close,Pre-School,11018,0
2423,Thursday,Spring,12,SOUTHERN,"ARREST, CITED",-122.40970842372101,37.78282764988379,6,IND,far,Primary School,3410,0
16996,Monday,Fall,7,BAYVIEW,"ARREST, CITED",-122.39944365894199,37.73017601616471,10,CDC,very far,Pre-School,24430,0
19165,Wednesday,Fall,14,SOUTHERN,"ARREST, BOOKED",-122.41251534136299,37.7804777480279,6,IND,close,Pre-School,27517,4
7789,Sunday,Winter,10,TENDERLOIN,"ARREST, CITED",-122.41285712652399,37.7855804361702,6,CDC,close,Pre-School,11270,0
10682,Monday,Fall,18,TENDERLOIN,"ARREST, BOOKED",-122.40984944165501,37.78327552025671,6,IND,far,Primary School,15398,1
16913,Thursday,Spring,20,TENDERLOIN,"ARREST, BOOKED",-122.410928353347,37.7836778741124,6,IND,close,Primary School,24309,1
14608,Wednesday,Summer,10,MISSION,"ARREST, BOOKED",-122.40835053817699,37.7552426763858,9,PS,very close,High School,21025,0
23328,Tuesday,Summer,23,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,33384,0
29264,Monday,Winter,16,TENDERLOIN,"ARREST, BOOKED",-122.41431222924,37.77983391835871,6,CC,very close,College,41770,1
9423,Saturday,Winter,14,TENDERLOIN,"ARREST, BOOKED",-122.413631253258,37.7848053746211,6,CDC,close,Pre-School,13562,1
27366,Monday,Summer,1,NORTHERN,"ARREST, BOOKED",-122.41856209710501,37.78418470913029,6,CDC,close,Pre-School,39076,1
14205,Thursday,Fall,14,RICHMOND,"ARREST, BOOKED",-122.46620466789301,37.7725405391593,1,CDC,close,Pre-School,20462,6
20449,Saturday,Fall,23,CENTRAL,NONE,-122.39738779612699,37.7924047319625,6,IND,close,Primary School,29381,0
28498,Tuesday,Summer,19,SOUTHERN,NONE,-122.411071423064,37.7817511307229,6,PS,close,High School,40681,0
1649,Tuesday,Fall,23,TENDERLOIN,"ARREST, BOOKED",-122.415127837608,37.7797870676495,6,CC,very close,College,2312,4
20858,Thursday,Winter,14,BAYVIEW,"ARREST, BOOKED",-122.38554545330099,37.728979731984,10,PS,far,Primary School,29953,1
22773,Friday,Winter,17,PARK,"ARREST, BOOKED",-122.45433010539601,37.7681530111159,5,IND,far,High School,32593,0
10458,Thursday,Winter,22,PARK,"ARREST, BOOKED",-122.441110854133,37.7745659838451,5,CDC,close,Pre-School,15077,1
13547,Thursday,Spring,1,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,19529,2
14912,Friday,Spring,6,NORTHERN,"ARREST, BOOKED",-122.42798509346201,37.7723641437277,5,CDC,very close,Pre-School,21439,1
25739,Wednesday,Winter,0,NORTHERN,"ARREST, BOOKED",-122.420439512717,37.7810308461783,6,PS,close,Primary School,36778,1
14407,Monday,Summer,21,SOUTHERN,"ARREST, BOOKED",-122.419257894821,37.775146291630996,5,IND,far,High School,20737,1
6904,Tuesday,Summer,17,TENDERLOIN,"ARREST, BOOKED",-122.41132836931101,37.785996305047604,6,CDC,close,Pre-School,9956,1
7985,Wednesday,Spring,18,BAYVIEW,"ARREST, BOOKED",-122.390965298144,37.7344291807899,10,PS,far,Primary School,11538,0
27715,Wednesday,Winter,16,TARAVAL,"ARREST, BOOKED",-122.45912378555599,37.7191443988258,7,IND,very far,Primary School,39557,0
28993,Thursday,Fall,16,NORTHERN,"ARREST, BOOKED",-122.433648580458,37.787950758700205,2,CDC,close,Pre-School,41379,0
4604,Tuesday,Spring,18,TENDERLOIN,"ARREST, BOOKED",-122.41431222924,37.77983391835871,6,CC,very close,College,6649,4
16897,Thursday,Winter,16,INGLESIDE,"ARREST, CITED",-122.42446746767,37.7360604757326,8,CDC,very close,Pre-School,24289,0
12763,Thursday,Winter,7,TENDERLOIN,"ARREST, BOOKED",-122.41443315507,37.7846576329026,6,CDC,close,Pre-School,18424,1
11039,Tuesday,Fall,7,TENDERLOIN,JUVENILE BOOKED,-122.415721688006,37.7830679886919,6,CDC,close,Pre-School,15925,1
25378,Sunday,Spring,17,NORTHERN,"ARREST, BOOKED",-122.42012031921101,37.78775706021821,2,CDC,far,Pre-School,36259,2
8285,Wednesday,Summer,23,NORTHERN,"ARREST, BOOKED",-122.422330464198,37.790369068882,3,CDC,close,Pre-School,11961,2
23749,Sunday,Fall,10,MISSION,"ARREST, BOOKED",-122.42187648849199,37.7640888944532,8,CDC,far,Pre-School,33949,1
13429,Monday,Winter,5,TENDERLOIN,"ARREST, BOOKED",-122.411965795229,37.78491418595621,6,CDC,very close,Pre-School,19359,1
8439,Friday,Winter,3,CENTRAL,"ARREST, BOOKED",-122.417273344939,37.7861493947594,6,CDC,very far,Pre-School,12169,1
5307,Friday,Summer,7,PARK,NONE,-122.45868018978202,37.748155469233204,7,CDC,close,Pre-School,7664,0
2148,Thursday,Winter,10,CENTRAL,"ARREST, BOOKED",-122.396612261014,37.7950446763389,6,IND,very far,Primary School,3016,2
18218,Friday,Fall,12,BAYVIEW,"ARREST, BOOKED",-122.393174162432,37.722036232115,10,CDC,very far,Pre-School,26168,4
29348,Thursday,Fall,11,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,41891,1
27743,Wednesday,Fall,15,SOUTHERN,"ARREST, BOOKED",-122.41029351969,37.7822305870036,6,IND,far,Primary School,39598,0
797,Sunday,Spring,11,MISSION,"ARREST, CITED",-122.419671780296,37.7650501214668,9,PS,close,Primary School,1108,0
25089,Thursday,Spring,12,TARAVAL,"ARREST, BOOKED",-122.481825737446,37.7549230942143,4,CDC,far,Pre-School,35845,0
21703,Monday,Fall,13,SOUTHERN,"ARREST, CITED",-122.41848056480801,37.775898446203996,6,CDC,close,Pre-School,31111,0
23829,Friday,Spring,13,TENDERLOIN,NONE,-122.41480778874701,37.7855029033652,6,CDC,close,Pre-School,34059,2
5565,Friday,Spring,14,SOUTHERN,"ARREST, BOOKED",-122.408068345148,37.7839916768161,6,CC,far,College,8069,0
18180,Friday,Winter,16,INGLESIDE,JUVENILE CITED,-122.437150548382,37.721573996511204,11,CDC,far,Pre-School,26117,0
20847,Thursday,Summer,14,NORTHERN,"ARREST, BOOKED",-122.418360181974,37.783149897821104,6,CDC,close,Pre-School,29931,1
15093,Wednesday,Summer,22,TARAVAL,"ARREST, BOOKED",-122.480108502626,37.7334533832393,7,IND,very far,Primary School,21676,0
10552,Friday,Spring,12,TENDERLOIN,NONE,-122.410791677645,37.7836952269749,6,IND,close,Primary School,15214,2
4788,Thursday,Summer,12,TENDERLOIN,"ARREST, BOOKED",-122.41421780432199,37.7832593295025,6,CDC,close,Pre-School,6923,2
13217,Tuesday,Winter,12,TENDERLOIN,"ARREST, BOOKED",-122.415669661443,37.7821198488931,6,CDC,close,Pre-School,19065,4
49,Sunday,Winter,0,TENDERLOIN,JUVENILE BOOKED,-122.41241426358101,37.7830037964534,6,IND,very close,Primary School,69,0
13917,Wednesday,Winter,16,BAYVIEW,"ARREST, BOOKED",-122.386420682565,37.729544772995894,10,PS,far,Primary School,20044,1
21779,Friday,Winter,18,PARK,"ARREST, BOOKED",-122.43779970343999,37.7749912944143,5,CDC,far,Pre-School,31224,2
8247,Tuesday,Fall,22,TENDERLOIN,NONE,-122.416349428183,37.7825569563078,6,CDC,far,Pre-School,11909,1
3293,Thursday,Summer,13,TENDERLOIN,"ARREST, BOOKED",-122.415642487855,37.7788323158792,6,CC,close,College,4649,4
16129,Thursday,Spring,23,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,23186,1
28535,Sunday,Fall,18,SOUTHERN,"ARREST, BOOKED",-122.408595110869,37.7837069301545,6,IND,very far,Primary School,40729,0
11297,Friday,Summer,13,SOUTHERN,"ARREST, BOOKED",-122.411071423064,37.7817511307229,6,PS,close,High School,16292,0
15584,Saturday,Summer,18,SOUTHERN,"ARREST, BOOKED",-122.408162953857,37.780534538527796,6,IND,very far,Pre-School,22407,2
